id,console-name,product-name,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,gamestop-price,genre,upc
11478,Playstation 2,MLB Power Pros,"",$2.39,$1.00,$4.99,$2.99,Baseball,710425373152
14385,Playstation 2,MLB Power Pros 2008,$0.78,$3.89,$1.30,$6.39,$3.99,Baseball,710425374425
5477,Playstation 2,MLB Slugfest 2003,$1.36,$6.79,$1.40,$6.99,"",Baseball,031719268580
5478,Playstation 2,MLB Slugfest 2004,$1.00,$4.99,$1.00,$5.19,"",Baseball,031719268900
5479,Playstation 2,MLB Slugfest 2006,$0.98,$4.89,$1.30,$6.49,"",Baseball,031719269488
5480,Playstation 2,MLB Slugfest Loaded,$0.84,$4.19,$1.20,$5.79,"",Baseball,031719268986
5481,Playstation 2,MLS ExtraTime 2002,$0.86,$4.29,$1.60,$8.09,"",Soccer,083717200352
11511,Playstation 2,MS Saga A New Dawn,$14.40,$35.99,$22.80,$56.99,$5.99,Action & Adventure,722674100465
5504,Playstation 2,MTV Celebrity Deathmatch,"",$2.69,$1.00,$5.19,"",Wrestling,710425271359
5505,Playstation 2,MTV Music Generator 2,$0.84,$4.19,$2.00,$9.99,"",Other,767649400225
5506,Playstation 2,MTV Music Generator 3,"",$3.39,$1.90,$9.39,$1.99,Other,767649400713
5508,Playstation 2,MTX Mototrax,$1.14,$5.69,$1.20,$5.99,$4.99,Extreme Sports,047875804319
5512,Playstation 2,MVP Baseball 2003,"",$3.09,$1.00,$4.99,"",Baseball,014633146066
5513,Playstation 2,MVP Baseball 2004,"",$3.19,$1.00,$4.99,"",Baseball,014633147483
5514,Playstation 2,MVP Baseball 2005,$0.84,$4.19,$1.30,$6.29,"",Baseball,014633148893
5515,Playstation 2,MVP NCAA Baseball 2006,$0.84,$4.19,$1.00,$4.99,"",Baseball,014633151534
11075,Playstation 2,MVP NCAA Baseball 2007,$2.00,$9.99,$2.00,$9.99,$1.99,Baseball,014633153149
5516,Playstation 2,MX 2002,$0.88,$4.39,$2.60,$12.99,$2.99,Racing,752919460047
5517,Playstation 2,MX Rider,$0.98,$4.89,$1.00,$4.99,$1.99,Racing,742725216433
5518,Playstation 2,MX Superfly,$0.84,$4.19,$1.10,$5.69,"",Extreme Sports,752919460115
5519,Playstation 2,MX Unleashed,$0.82,$4.09,$1.00,$5.19,$2.99,Racing,752919460450
11390,Playstation 2,MX World Tour,"",$2.09,$1.00,$4.99,"",Racing,650008399288
10917,Playstation 2,MX vs ATV Untamed,$0.84,$4.19,$1.40,$6.79,$9.99,Racing,752919461235
5520,Playstation 2,MX vs. ATV Unleashed,$0.80,$3.99,$1.00,$5.09,$3.99,Racing,752919460610
5417,Playstation 2,Mace Griffin Bounty Hunter,"",$1.99,$1.00,$4.99,$0.02,Action & Adventure,020626718721
5418,Playstation 2,Mad Maestro,$1.04,$5.19,$1.00,$5.19,"",Other,788687500111
5419,Playstation 2,Madagascar,$0.84,$4.19,$2.00,$9.99,$4.99,Action & Adventure,047875807570
15898,Playstation 2,Madagascar Escape 2 Africa,$0.84,$4.19,$1.70,$8.69,$9.99,Action & Adventure,047875832992
5420,Playstation 2,Madcatz Light Blaster 8288,$1.14,$5.69,$1.20,$5.99,"",Accessories,728658082888
14299,Playstation 2,Madden 2001,"",$3.49,$1.00,$4.99,"",Football,014633141351
5422,Playstation 2,Madden 2002,"",$3.09,$1.00,$4.99,"",Football,014633143355
5423,Playstation 2,Madden 2003,"",$2.09,$1.00,$4.99,"",Football,014633145151
5424,Playstation 2,Madden 2004,"",$2.79,$1.00,$4.99,"",Football,014633146363
5425,Playstation 2,Madden 2005,"",$2.09,$1.00,$4.99,"",Football,014633147650
5426,Playstation 2,Madden 2005 Collector's Edition,$0.84,$4.19,$1.00,$4.99,"",Football,014633148671
5427,Playstation 2,Madden 2006,"",$3.19,$1.00,$4.99,"",Football,014633149388
5428,Playstation 2,Madden 2007,"",$2.79,$1.00,$4.99,"",Football,014633152296
10577,Playstation 2,Madden 2007 Hall of Fame Edition,"",$1.99,$1.00,$4.99,"",Football,014633166194
5429,Playstation 2,Madden 2008,"",$3.39,$1.00,$4.99,$1.99,Football,014633154023
11083,Playstation 2,Madden 2008 en Espanol,$1.04,$5.19,$1.30,$6.29,"",Football,014633159059
14183,Playstation 2,Madden 2009,"",$3.19,$1.10,$5.69,$4.99,Football,014633154085
19479,Playstation 2,Madden NFL 10,"",$2.49,$1.00,$4.99,$7.99,Football,014633190229
21866,Playstation 2,Madden NFL 11,$1.04,$5.19,$1.70,$8.39,$17.99,Football,014633193558
31675,Playstation 2,Madden NFL 12,$1.44,$7.19,$2.00,$9.99,$17.99,Football,014633196870
11366,Playstation 2,Made Man,$0.76,$3.79,$2.00,$9.99,$2.99,Action & Adventure,618870115344
5430,Playstation 2,Mafia,$0.84,$4.19,$1.50,$7.29,$7.99,Action & Adventure,710425271212
5431,Playstation 2,Magic Pengel The Quest For Color,$2.20,$10.99,$2.60,$12.99,$1.99,Other,093992090906
19530,Playstation 2,Magna Carta Deluxe Box,$6.60,$21.99,$9.00,$29.99,"",RPG,none
5432,Playstation 2,Magna Carta Tears of Blood,$3.20,$15.99,$6.30,$20.99,$12.99,RPG,730865530168
21004,Playstation 2,Major League Baseball 2K10,"",$3.69,$1.00,$4.99,$4.99,Baseball,710425377440
31024,Playstation 2,Major League Baseball 2K11,$0.84,$4.19,$1.30,$6.29,$9.99,Baseball,710425379659
32585,Playstation 2,Major League Baseball 2K12,$1.36,$6.79,$2.80,$13.99,$17.99,Baseball,710425471186
14223,Playstation 2,Major League Baseball 2K5 World Series Edition,$0.94,$4.69,$1.00,$5.19,"",Baseball,710425278983
5433,Playstation 2,Major League Baseball 2K6,$6.30,$20.99,$6.90,$22.99,"",Baseball,710425279379
9277,Playstation 2,Major League Baseball 2K7,"",$2.79,$1.00,$4.99,"",Baseball,710425371240
14205,Playstation 2,Major League Baseball 2K8,"",$2.99,$1.00,$4.99,$2.99,Baseball,710425373534
16354,Playstation 2,Major League Baseball 2K9,$0.80,$3.99,$1.00,$4.99,$2.99,Baseball,710425375330
14422,Playstation 2,Makai Kingdom Chronicles of the Sacred Tome,$2.40,$11.99,$3.20,$15.99,"",RPG,730865530151
9280,Playstation 2,Malice,$0.84,$4.19,$1.00,$4.99,"",Action & Adventure,020626714433
19513,Playstation 2,Mana Khemia 2: Fall of Alchemy,$16.80,$41.99,$23.20,$57.99,$17.99,RPG,857823001321
13158,Playstation 2,Mana Khemia Alchemists of Al-Revis,$6.60,$21.99,$7.20,$23.99,$12.99,RPG,857823001420
19524,Playstation 2,Mana Khemia Deluxe Box,$18.80,$46.99,$21.20,$52.99,"",RPG,none
19525,Playstation 2,Mana Khemia Scholarship Edition,$21.60,$53.99,$24.40,$60.99,"",RPG,none
5434,Playstation 2,Manhunt,$1.00,$4.99,$1.90,$9.39,$4.99,Action & Adventure,710425272561
10310,Playstation 2,Manhunt 2,"",$3.39,$1.60,$7.89,$6.99,Action & Adventure,710425371455
5435,Playstation 2,Marc Ecko's Getting Up Contents Under Pressure,$1.04,$5.19,$1.90,$9.49,"",Action & Adventure,742725260733
14791,Playstation 2,Marc Ecko's Getting Up: Contents Under Pressure: Limited Edition,$7.80,$25.99,$14.80,$36.99,"",Action & Adventure,742725266391
5436,Playstation 2,Mark Davis Pro Bass Challenge,$1.34,$6.69,$1.40,$6.99,$1.99,Sports,719593080053
5437,Playstation 2,Mark of Kri,"",$3.19,$1.00,$5.19,$1.99,Fighting,711719720126
5438,Playstation 2,Marvel Nemesis Rise of the Imperfects,$1.16,$5.79,$1.70,$8.39,$6.99,RPG,014633149548
19800,Playstation 2,Marvel Super Hero Squad,$1.06,$5.29,$1.90,$9.39,$9.99,Action & Adventure,752919461914
7376,Playstation 2,Marvel Ultimate Alliance,"",$2.59,$1.30,$6.29,$7.99,Action & Adventure,047875814714
19602,Playstation 2,Marvel Ultimate Alliance 2,$1.22,$6.09,$1.90,$9.39,$17.99,Action & Adventure,047875834538
32399,Playstation 2,Marvel Ultimate Alliance Special Edition,"",$2.69,$1.00,$4.99,"",Action & Adventure,047875831735
5439,Playstation 2,Marvel vs Capcom 2,$8.10,$26.99,$15.60,$38.99,$39.99,Fighting,013388260119
14231,Playstation 2,Mary Kate and Ashley Sweet 16,$1.04,$5.19,$1.00,$5.19,$1.49,Action & Adventure,021481233138
5440,Playstation 2,Mat Hoffman's Pro BMX 2,$0.84,$4.19,$1.50,$7.29,$2.99,Extreme Sports,047875801875
21826,Playstation 2,Match Point Tennis,"","","","","",Sports,651222022020
5441,Playstation 2,Max Payne,"",$3.49,$1.00,$4.99,$2.99,Action & Adventure,710425270864
5442,Playstation 2,Max Payne 2 Fall of Max Payne,$0.76,$3.79,$1.00,$4.99,$4.99,Action & Adventure,710425272608
5443,Playstation 2,Maximo Ghosts to Glory,$1.06,$5.29,$1.70,$8.39,$2.99,Action & Adventure,013388260065
5444,Playstation 2,Maximo vs Army of Zin,$1.26,$6.29,$2.80,$13.99,$2.99,Action & Adventure,013388260256
14377,Playstation 2,McFarlane's Evil Prophecy,"",$3.19,$1.00,$4.99,$1.99,Action & Adventure,083717200574
14805,Playstation 2,Medal of Honor Collection,$2.20,$10.99,$3.20,$15.99,"",FPS,014633167016
5445,Playstation 2,Medal of Honor European Assault,$0.80,$3.99,$1.00,$4.99,$3.99,FPS,014633149319
5446,Playstation 2,Medal of Honor Frontline,"",$3.19,$1.00,$4.99,"",FPS,014633143812
5447,Playstation 2,Medal of Honor Rising Sun,"",$2.39,$1.00,$4.99,$1.99,FPS,014633147070
11072,Playstation 2,Medal of Honor Vanguard,$0.84,$4.19,$1.00,$4.99,$4.99,FPS,014633152852
5448,Playstation 2,Meet the Robinsons,"",$3.49,$1.00,$4.99,$3.99,Action & Adventure,712725002848
5449,Playstation 2,Mega Man Anniversary Collection,$1.64,$8.19,$2.60,$12.99,$14.99,Action & Adventure,013388260300
5450,Playstation 2,Mega Man X Collection,$2.60,$12.99,$2.80,$13.99,$19.99,Action & Adventure,013388260539
5451,Playstation 2,Mega Man X Command Mission,$3.60,$17.99,$6.30,$20.99,$5.99,Action & Adventure,013388260348
5452,Playstation 2,Mega Man X7,$2.80,$13.99,$4.00,$19.99,$4.99,Action & Adventure,013388260201
5453,Playstation 2,Mega Man X8,$7.50,$24.99,$10.50,$34.99,$9.99,Action & Adventure,013388260379
5454,Playstation 2,Men In Black II Alien Escape,"",$2.99,$1.00,$4.99,$2.99,Action & Adventure,742725226289
5455,Playstation 2,Mercenaries,$1.16,$5.79,$1.70,$8.39,$4.99,Action & Adventure,023272663353
11082,Playstation 2,Mercenaries 2 World in Flames,$1.04,$5.19,$1.10,$5.69,$6.99,Action & Adventure,014633157499
14478,Playstation 2,Mercury Meltdown Remix,"",$2.89,$1.00,$4.99,$1.99,Puzzle,893384000298
5456,Playstation 2,Metal Arms Glitch in the System,$0.90,$4.49,$1.80,$8.89,"",Action & Adventure,020626720854
5457,Playstation 2,Metal Gear Solid 2,"",$3.09,$1.00,$5.19,"",Action & Adventure,083717200215
5458,Playstation 2,Metal Gear Solid 2 Substance,"",$3.39,$2.40,$11.99,$9.99,Action & Adventure,083717200512
5459,Playstation 2,Metal Gear Solid 3 Snake Eater,$0.84,$4.19,$1.00,$5.19,$4.99,Action & Adventure,083717200734
5460,Playstation 2,Metal Gear Solid 3 Subsistence,$1.88,$9.39,$3.00,$14.99,$14.99,Action & Adventure,083717201410
14047,Playstation 2,Metal Gear Solid 3 Subsistence Limited Edition,$22.40,$55.99,$29.60,$73.99,"",Action & Adventure,083717201441
14129,Playstation 2,Metal Gear Solid Essential Collection,$3.60,$17.99,$6.90,$22.99,"",Action & Adventure,083717250784
15612,Playstation 2,Metal Saga,$2.20,$10.99,$3.20,$15.99,$2.99,RPG,730865530182
5461,Playstation 2,Metal Slug 3,$2.80,$13.99,$3.00,$14.99,"",Action & Adventure,828862200020
11759,Playstation 2,Metal Slug 4,$1.26,$6.29,$6.90,$22.99,"",Action & Adventure,828862200044
11762,Playstation 2,Metal Slug 4 & 5,$2.80,$13.99,$3.20,$15.99,$6.99,Action & Adventure,828862200112
11760,Playstation 2,Metal Slug 5,$3.00,$14.99,$3.20,$15.99,"",Action & Adventure,none
11765,Playstation 2,Metal Slug Anthology,$10.50,$34.99,$10.50,$34.99,$12.99,Action & Adventure,828862200198
5462,Playstation 2,Metropolismania,$1.06,$5.29,$1.10,$5.29,"",Action & Adventure,719593080039
14942,Playstation 2,Metropolismania 2,$1.88,$9.39,$2.40,$11.99,$3.99,Other,719593080114
14312,Playstation 2,Micro Machines,"",$3.19,$1.00,$4.99,"",Racing,742725237940
14107,Playstation 2,Micro Machines V4,$1.06,$5.29,$2.40,$11.99,"",Racing,767649401291
5463,Playstation 2,Midnight Club 2,$0.78,$3.89,$1.00,$4.99,$5.99,Racing,710425271434
5464,Playstation 2,Midnight Club 3 Dub Edition,$0.84,$4.19,$2.00,$9.99,$12.99,Racing,710425275609
14193,Playstation 2,Midnight Club 3 Dub Edition Remix,"",$3.59,$1.50,$7.29,$14.99,Racing,710425279348
5465,Playstation 2,Midnight Club Street Racing,"",$3.69,$1.00,$4.99,$2.99,Racing,710425270529
5466,Playstation 2,Midway Arcade Treasures,"",$3.39,$1.60,$8.09,$5.99,Arcade,031719269136
5467,Playstation 2,Midway Arcade Treasures 2,$1.16,$5.79,$1.90,$9.39,$7.99,Arcade,031719269211
5468,Playstation 2,Midway Arcade Treasures 3,"",$2.49,$1.00,$4.99,$2.99,Arcade,031719269150
5469,Playstation 2,Mike Tyson Boxing,$3.20,$15.99,$3.40,$16.99,$4.99,Sports,767649400317
5470,Playstation 2,Minority Report,$0.76,$3.79,$1.00,$4.99,"",Action & Adventure,047875803817
5471,Playstation 2,Mission Impossible Operation Surma,"",$1.99,$1.00,$4.99,$2.99,Action & Adventure,742725238725
5472,Playstation 2,Mister Mosquito,$3.20,$15.99,$8.40,$27.99,$1.99,Action & Adventure,788687500104
12092,Playstation 2,Mobile Light Force 2,"",$1.99,$1.50,$7.59,"",Action & Adventure,780332054697
13853,Playstation 2,Mobile Suit Gundam Encounters in Space,$2.00,$9.99,$6.60,$21.99,$6.99,Action & Adventure,045557180102
5482,Playstation 2,Mobile Suit Gundam Federation vs Zeon,$1.58,$7.89,$6.30,$20.99,$2.99,Action & Adventure,045557180072
5483,Playstation 2,Mobile Suit Gundam Journey to Jaburo,"",$2.29,$1.00,$4.99,$1.99,Action & Adventure,045557180003
10898,Playstation 2,Mobile Suit Gundam Never Ending Tomorrow,$2.00,$9.99,$3.40,$16.99,$9.99,Action & Adventure,045557180317
5484,Playstation 2,Mobile Suit Gundam Zeonic Front,$1.38,$6.89,$2.60,$12.99,$1.99,RPG,045557180034
18602,Playstation 2,Mobile Suit Gundam: Gundam vs. Zeta Gundam,$7.20,$23.99,$9.60,$31.99,$9.99,Action & Adventure,045557180157
5485,Playstation 2,Mojo,"",$1.99,$1.00,$4.99,"",Puzzle,650008399158
16254,Playstation 2,Monopoly,$1.04,$5.19,$2.40,$11.99,$14.99,Party,014633190533
5486,Playstation 2,Monopoly Party,$0.84,$4.19,$1.00,$4.99,$9.99,Party,742725237872
5487,Playstation 2,Monster 4x4 Masters of Metal,$1.04,$5.19,$2.00,$9.99,$6.99,Racing,008888320500
7393,Playstation 2,Monster House,$0.80,$3.99,$1.00,$4.99,$3.99,Action & Adventure,752919460924
5488,Playstation 2,Monster Hunter,$3.20,$15.99,$6.30,$20.99,$12.99,Action & Adventure,013388260331
10511,Playstation 2,Monster Jam,$1.20,$5.99,$1.30,$6.49,$9.99,Racing,047875754294
5489,Playstation 2,Monster Jam Maximum Destruction,$1.04,$5.19,$1.00,$5.19,$9.99,Racing,008888320227
15851,Playstation 2,Monster Jam Urban Assault,$1.16,$5.79,$1.50,$7.29,$6.99,Racing,047875757110
15912,Playstation 2,Monster Lab,"",$1.99,$1.00,$5.19,$6.99,Action & Adventure,788687500753
5490,Playstation 2,Monster Rancher 3,$3.20,$15.99,$4.00,$19.99,$7.99,Other,018946010205
5491,Playstation 2,Monster Rancher 4,$15.60,$38.99,$17.60,$43.99,$19.99,RPG,018946010328
14463,Playstation 2,Monster Rancher EVO,$2.40,$11.99,$3.60,$17.99,$6.99,Action & Adventure,018946010458
5492,Playstation 2,Monsters Inc,$0.96,$4.79,$1.20,$6.09,$6.99,Action & Adventure,711719712329
16440,Playstation 2,Monsters vs. Aliens,"",$3.49,$1.30,$6.29,$12.99,Action & Adventure,047875835658
5493,Playstation 2,Mortal Kombat Armageddon,"",$2.59,$2.00,$9.99,$9.99,Fighting,031719269358
13826,Playstation 2,Mortal Kombat Armageddon Premium Edition,$3.20,$15.99,$6.30,$20.99,"",Fighting,031719900480
5494,Playstation 2,Mortal Kombat Deadly Alliance,$0.90,$4.49,$1.70,$8.39,$9.99,Fighting,031719268665
5495,Playstation 2,Mortal Kombat Deception,$0.84,$4.19,$1.30,$6.29,$4.99,Fighting,031719269013
5496,Playstation 2,Mortal Kombat Deception Premium Pack,$0.94,$4.69,$2.40,$11.99,"",Fighting,031719900442
5497,Playstation 2,Mortal Kombat Shaolin Monks,$0.88,$4.39,$1.30,$6.49,$4.99,Fighting,031719269198
15641,Playstation 2,Mortal Kombat: Kollection,$1.88,$9.39,$2.80,$13.99,"",Fighting,031719270248
5498,Playstation 2,Moto GP,$1.04,$5.19,$1.00,$5.19,$1.99,Racing,722674021050
10311,Playstation 2,Moto GP 07,$0.98,$4.89,$1.00,$4.99,$3.99,Racing,013388260706
5499,Playstation 2,Moto GP 2,$0.84,$4.19,$1.00,$4.99,"",Racing,722674021210
5500,Playstation 2,Moto GP 3,"",$3.69,$1.00,$4.99,$1.99,Racing,722674021418
16425,Playstation 2,MotoGP 08,$0.90,$4.49,$1.00,$5.19,$3.99,Racing,013388260720
5502,Playstation 2,MotoGP 4,"",$2.09,$1.00,$5.19,$3.99,Racing,722674100052
5501,Playstation 2,Motocross Mania 3,"",$1.99,$1.00,$4.99,$1.99,Racing,710425275302
5503,Playstation 2,Motor Mayhem,"",$1.99,$1.00,$4.99,$1.99,Racing,742725216372
19812,Playstation 2,MotorStorm: Arctic Edge,$0.90,$4.49,$1.00,$4.99,$14.99,Racing,711719765424
9378,Playstation 2,Mountain Bike Adrenaline,$0.82,$4.09,$1.00,$4.99,"",Racing,853333001288
5509,Playstation 2,MultiTap Controller Adaptor,$1.20,$5.99,$1.20,$5.99,"",Accessories,711719707905
5510,Playstation 2,Muppets Party Cruise,$1.06,$5.29,$2.40,$11.99,$2.99,Party,739069615169
5511,Playstation 2,Musashi Samurai Legend,$1.38,$6.89,$1.90,$9.49,$4.99,RPG,662248904054
11379,Playstation 2,Music Maker,"",$3.09,$1.10,$5.29,"",Other,639191200007
11380,Playstation 2,Music Maker Deluxe Edition,"",$3.09,$1.70,$8.49,$1.99,Other,639191200106
5521,Playstation 2,My Street,"",$2.59,$1.00,$4.99,$1.99,Other,711719721222
5522,Playstation 2,Myst 3 Exile,"",$3.39,$1.00,$4.99,$1.99,Other,008888320319
5523,Playstation 2,Mystic Heroes,$1.26,$6.29,$1.90,$9.39,$2.99,Action & Adventure,040198001205
5528,Playstation 2,NASCAR 08,$0.84,$4.19,$1.90,$9.39,$9.99,Racing,014633154009
18619,Playstation 2,NASCAR 08: Limited Edition,"",$2.09,$1.50,$7.29,"",Racing,014633159028
13889,Playstation 2,NASCAR 09,$1.04,$5.19,$1.00,$5.19,$19.99,Racing,014633158014
5529,Playstation 2,NASCAR 2001,"",$1.99,$1.00,$4.99,$1.99,Racing,014633141412
5530,Playstation 2,NASCAR 2006 Total Team Control,"",$2.99,$1.00,$4.99,$2.99,Racing,014633149432
5531,Playstation 2,NASCAR 2007,$0.84,$4.19,$1.00,$4.99,$5.99,Racing,014633152173
5532,Playstation 2,NASCAR Chase for the Cup 2005,$0.84,$4.19,$1.00,$4.99,$2.99,Racing,014633147759
5533,Playstation 2,NASCAR Dirt to Daytona,$2.60,$12.99,$4.00,$19.99,$9.99,Racing,742725238398
10942,Playstation 2,NASCAR Heat 2002,$0.84,$4.19,$1.00,$5.19,"",Racing,076930997390
5535,Playstation 2,NASCAR Thunder 2002,"",$1.99,$1.00,$4.99,$1.99,Racing,014633143256
5536,Playstation 2,NASCAR Thunder 2003,$0.84,$4.19,$1.00,$5.19,"",Racing,014633145267
5537,Playstation 2,NASCAR Thunder 2004,"",$3.29,$2.00,$9.99,$1.99,Racing,014633146479
5540,Playstation 2,NBA 06,"",$3.39,$1.00,$4.99,"",Basketball,711719734826
10935,Playstation 2,NBA 07 the Life,"",$3.69,$1.00,$4.99,$1.99,Basketball,711719754428
9404,Playstation 2,NBA 08,$1.26,$6.29,$1.30,$6.29,$2.99,Basketball,711719758921
15692,Playstation 2,NBA 09 The Inside,$1.36,$6.79,$1.40,$6.99,$5.99,Basketball,711719762522
19698,Playstation 2,NBA 2K10,$1.04,$5.19,$1.50,$7.39,$12.99,Other,710425376412
22104,Playstation 2,NBA 2K11,$1.52,$7.59,$3.20,$15.99,$17.99,Basketball,710425378522
31801,Playstation 2,NBA 2K12,$6.60,$21.99,$7.20,$23.99,$19.99,Basketball,710425470585
5541,Playstation 2,NBA 2K2,"",$1.99,$1.00,$4.99,"",Basketball,010086630046
5542,Playstation 2,NBA 2K3,"",$1.99,$1.00,$4.99,"",Basketball,010086630213
5543,Playstation 2,NBA 2K6,"",$3.29,$1.30,$6.29,"",Basketball,710425278198
5544,Playstation 2,NBA 2K7,$0.84,$4.19,$1.30,$6.29,$1.99,Basketball,710425370588
9413,Playstation 2,NBA 2K8,"",$2.09,$1.00,$4.99,$5.99,Basketball,710425372544
15682,Playstation 2,NBA 2K9,$0.78,$3.89,$1.00,$4.99,$9.99,Basketball,710425374838
5545,Playstation 2,NBA Ballers,$0.84,$4.19,$1.00,$4.99,"",Basketball,031719268672
5546,Playstation 2,NBA Ballers Phenom,$0.84,$4.19,$1.70,$8.39,$1.99,Basketball,031719269020
5547,Playstation 2,NBA Hoopz,$0.94,$4.69,$1.00,$4.99,"",Basketball,031719268351
5548,Playstation 2,NBA Jam,$1.36,$6.79,$1.80,$8.89,$3.99,Basketball,021481233152
15678,Playstation 2,NBA Live 09,$0.84,$4.19,$1.00,$4.99,$12.99,Basketball,014633191288
5549,Playstation 2,NBA Live 2001,"",$2.09,$1.00,$4.99,"",Basketball,014633142020
5550,Playstation 2,NBA Live 2002,"",$1.99,$1.00,$4.99,"",Basketball,014633143515
5551,Playstation 2,NBA Live 2003,$0.84,$4.19,$1.00,$4.99,"",Basketball,014633145373
5552,Playstation 2,NBA Live 2004,"",$1.99,$1.00,$4.99,"",Basketball,014633146622
5553,Playstation 2,NBA Live 2005,"",$3.69,$1.00,$4.99,"",Basketball,014633148053
5554,Playstation 2,NBA Live 2006,"",$3.09,$1.00,$4.99,"",Basketball,014633149500
5555,Playstation 2,NBA Live 2007,"",$3.59,$1.00,$4.99,$1.99,Basketball,014633152388
9428,Playstation 2,NBA Live 2008,"",$1.99,$1.00,$4.99,$3.99,Basketball,014633153989
16428,Playstation 2,NBA ShootOut 2001,"",$2.59,$1.00,$4.99,"",Sports,711719711421
5556,Playstation 2,NBA Shootout 2003,$1.26,$6.29,$1.30,$6.29,"",Basketball,711719721727
5557,Playstation 2,NBA Shootout 2004,"",$2.09,$1.00,$4.99,"",Basketball,711719731825
5558,Playstation 2,NBA Starting Five,$0.84,$4.19,$1.90,$9.39,"",Basketball,083717200444
5559,Playstation 2,NBA Street,"",$3.69,$1.40,$7.09,"",Basketball,014633143102
5560,Playstation 2,NBA Street Vol 2,$1.24,$6.19,$2.60,$12.99,$2.99,Basketball,014633146196
5561,Playstation 2,NBA Street Vol 3,$1.06,$5.29,$2.00,$9.99,$6.99,Basketball,014633147582
16416,Playstation 2,NCAA Basketball 09,$1.08,$5.39,$1.90,$9.39,$12.99,Sports,014633191370
5562,Playstation 2,NCAA College Basketball 2K3,"",$3.29,$1.00,$4.99,"",Basketball,010086630275
14161,Playstation 2,NCAA College Football 2K3,"",$1.99,$1.00,$4.99,"",Football,010086630220
14486,Playstation 2,NCAA Final Four 2001,"",$3.09,$1.00,$4.99,"",Basketball,711719710929
14610,Playstation 2,NCAA Final Four 2002,$1.46,$7.29,$1.50,$7.29,"",Basketball,711719713623
15626,Playstation 2,NCAA Final Four 2003,"",$3.09,$1.00,$4.99,"",Basketball,711719720423
15029,Playstation 2,NCAA Final Four 2004,$1.26,$6.29,$1.30,$6.29,"",Basketball,711719727828
5563,Playstation 2,NCAA Football 08,"",$1.99,$1.00,$4.99,$1.99,Football,014633154016
14127,Playstation 2,NCAA Football 09,$0.84,$4.19,$1.00,$5.19,$9.99,Football,014633154078
19380,Playstation 2,NCAA Football 10,$1.06,$5.29,$2.00,$9.99,$9.99,Football,014633190151
21592,Playstation 2,NCAA Football 11,$3.20,$15.99,$9.90,$32.99,$12.99,Football,014633194760
5564,Playstation 2,NCAA Football 2002,"",$1.99,$1.00,$4.99,"",Football,010086511765
5565,Playstation 2,NCAA Football 2003,"",$1.99,$1.00,$4.99,"",Football,014633144864
5566,Playstation 2,NCAA Football 2004,"",$2.39,$1.70,$8.39,"",Football,014633146400
5567,Playstation 2,NCAA Football 2005,"",$2.09,$1.00,$5.19,"",Football,014633147728
5568,Playstation 2,NCAA Football 2006,"",$3.09,$1.00,$4.99,"",Football,014633149197
5569,Playstation 2,NCAA Football 2007,$0.84,$4.19,$1.00,$4.99,"",Football,014633152043
18507,Playstation 2,NCAA GameBreaker 2001,"",$3.69,$1.00,$4.99,"",Sports,711719710721
14795,Playstation 2,NCAA GameBreaker 2003,$0.84,$4.19,$1.00,$4.99,"",Sports,711719721420
5570,Playstation 2,NCAA Gamebreaker 2004,$0.80,$3.99,$1.00,$4.99,"",Football,711719727729
11073,Playstation 2,NCAA March Madness 07,"",$1.99,$1.00,$4.99,$1.99,Basketball,014633152982
10919,Playstation 2,NCAA March Madness 08,$0.84,$4.19,$1.00,$4.99,$4.99,Basketball,014633157970
14338,Playstation 2,NCAA March Madness 2002,"",$1.99,$1.00,$4.99,"",Basketball,014633143737
5571,Playstation 2,NCAA March Madness 2003,$0.84,$4.19,$1.00,$4.99,"",Basketball,014633145830
5572,Playstation 2,NCAA March Madness 2004,"",$1.99,$1.00,$4.99,"",Basketball,014633146745
5573,Playstation 2,NCAA March Madness 2005,"",$1.99,$1.00,$4.99,"",Basketball,014633148169
5574,Playstation 2,NCAA March Madness 2006,"",$1.99,$1.00,$4.99,"",Basketball,014633149975
5584,Playstation 2,NFL 2K2,"",$1.99,$1.00,$4.99,"",Football,010086630022
5585,Playstation 2,NFL 2K3,"",$1.99,$1.00,$4.99,"",Football,010086630237
5586,Playstation 2,NFL Blitz 2002,"",$3.19,$1.00,$5.09,$3.99,Football,031719268382
5587,Playstation 2,NFL Blitz 2003,$1.06,$5.29,$1.20,$5.89,$1.99,Football,031719268795
5588,Playstation 2,NFL Blitz Pro,"",$1.99,$1.00,$5.19,$2.99,Football,031719268849
21346,Playstation 2,NFL GameDay 2001,"",$3.09,$1.00,$4.99,"",Football,711719710622
14225,Playstation 2,NFL GameDay 2002,"",$3.39,$1.30,$6.29,"",Football,711719713128
5589,Playstation 2,NFL Gameday 2003,"",$2.09,$1.00,$4.99,"",Football,711719719427
5590,Playstation 2,NFL Gameday 2004,$0.84,$4.19,$1.10,$5.29,"",Football,711719727620
5591,Playstation 2,NFL Head Coach,"",$1.99,$1.00,$4.99,"",Football,014633151336
5592,Playstation 2,NFL Street,$0.84,$4.19,$1.20,$5.79,$2.99,Football,014633147377
5593,Playstation 2,NFL Street 2,$1.28,$6.39,$1.70,$8.39,$2.99,Football,014633148770
